timestamp,time_delta_ms,station_id,connector_id,event_type,ocpp_message,status,attack_type,blocked,label
12/20/2025 23:00,0,,,OTHER,,OK,,0,0
12/20/2025 23:00,1000,,,OTHER,,OK,,0,0
12/20/2025 23:00,1000,,,OTHER,,OK,,0,0
12/20/2025 23:00,6000,,,OTHER,,BLOCKED,TLS_DOWGRADE_DETECTED,1,1
12/20/2025 23:00,6000,,,OTHER,,OK,,0,0
12/20/2025 23:00,4000,,,OTHER,,OK,,0,0
12/20/2025 23:00,5000,,,OTHER,,OK,,0,0
12/20/2025 23:00,5000,,,OTHER,,OK,,0,0
12/20/2025 23:00,2000,,,OTHER,,OK,,0,0
12/20/2025 23:00,2000,,,OTHER,,BLOCKED,,1,1
12/20/2025 23:00,1000,,,OTHER,,OK,,0,0
12/20/2025 23:00,4000,,,OTHER,,OK,,0,0
12/20/2025 23:00,4000,,,OTHER,,BLOCKED,,1,1
12/20/2025 23:00,1000,,,OTHER,,BLOCKED,TLS_DOWGRADE_DETECTED,1,1
12/20/2025 23:00,1000,,,OTHER,,OK,,0,0
12/20/2025 23:00,2000,,,OTHER,,OK,,0,0
12/20/2025 23:00,0,,,OTHER,,OK,,0,0
12/20/2025 23:00,2000,,,OTHER,,BLOCKED,TLS_DOWGRADE_DETECTED,1,1
12/20/2025 23:00,3000,,,OTHER,,OK,,0,0
12/20/2025 23:00,4000,,,OTHER,,OK,,0,0
12/20/2025 23:00,1000,,,OTHER,,OK,,0,0
12/20/2025 23:00,2000,,,OTHER,,OK,,0,0
12/20/2025 23:01,6000,,,OTHER,,OK,,0,0
12/20/2025 23:01,0,,,OTHER,,OK,,0,0
12/20/2025 23:01,4000,,,OTHER,,OK,,0,0
12/20/2025 23:01,1000,,,OTHER,,OK,,0,0
12/20/2025 23:01,1000,,,OTHER,,OK,,0,0
12/20/2025 23:01,1000,,,OTHER,,OK,,0,0
12/20/2025 23:01,1000,,,OTHER,,OK,,0,0
12/20/2025 23:01,2000,,,OTHER,,OK,,0,0
12/20/2025 23:01,3000,,,OTHER,,OK,,0,0
12/20/2025 23:01,6000,,,OTHER,,OK,,0,0
12/20/2025 23:01,4000,,,OTHER,,OK,,0,0
12/20/2025 23:01,5000,,,OTHER,,OK,,0,0
12/20/2025 23:01,4000,,,OTHER,,OK,,0,0
12/20/2025 23:01,3000,,,OTHER,,OK,,0,0
12/20/2025 23:01,5000,,,OTHER,,BLOCKED,TLS_DOWGRADE_DETECTED,1,1
12/20/2025 23:01,4000,,,OTHER,,OK,,0,0
12/20/2025 23:01,2000,,,OTHER,,OK,,0,0
12/20/2025 23:01,3000,,,OTHER,,OK,,0,0
12/20/2025 23:01,6000,,,OTHER,,OK,,0,0
12/20/2025 23:02,4000,,,OTHER,,OK,,0,0
12/20/2025 23:02,3000,,,OTHER,,OK,,0,0
12/20/2025 23:02,3000,,,OTHER,,OK,,0,0
12/20/2025 23:02,4000,,,OTHER,,OK,,0,0
12/20/2025 23:02,1000,,,OTHER,,OK,,0,0
12/20/2025 23:02,1000,,,OTHER,,OK,,0,0
12/20/2025 23:02,3000,,,OTHER,,OK,,0,0
12/20/2025 23:02,3000,,,OTHER,,BLOCKED,TLS_DOWGRADE_DETECTED,1,1
12/20/2025 23:02,2000,,,OTHER,,OK,,0,0
12/20/2025 23:02,6000,,,OTHER,,OK,,0,0
12/20/2025 23:02,2000,,,OTHER,,OK,,0,0
12/20/2025 23:02,1000,,,OTHER,,OK,,0,0
12/20/2025 23:02,1000,,,OTHER,,OK,,0,0
12/20/2025 23:02,4000,,,OTHER,,OK,,0,0
12/20/2025 23:02,6000,,,OTHER,,OK,,0,0
12/20/2025 23:02,5000,,,OTHER,,OK,,0,0
12/20/2025 23:02,4000,,,OTHER,,OK,,0,0
12/20/2025 23:02,1000,,,OTHER,,BLOCKED,,1,1
12/20/2025 23:02,2000,,,OTHER,,OK,,0,0
12/20/2025 23:03,6000,,,OTHER,,OK,,0,0
12/20/2025 23:03,6000,,,OTHER,,OK,,0,0
12/20/2025 23:03,6000,,,OTHER,,OK,,0,0
12/20/2025 23:03,6000,,,OTHER,,OK,,0,0
12/20/2025 23:03,4000,,,OTHER,,OK,,0,0
12/20/2025 23:03,3000,,,OTHER,,OK,,0,0
12/20/2025 23:03,5000,,,OTHER,,OK,,0,0
12/20/2025 23:03,4000,,,OTHER,,OK,,0,0
12/20/2025 23:03,5000,,,OTHER,,OK,,0,0
12/20/2025 23:03,0,,,OTHER,,BLOCKED,LATERAL_MOVEMENT,1,1
12/20/2025 23:03,0,,,OTHER,,BLOCKED,,1,1
12/20/2025 23:03,2000,,,OTHER,,OK,,0,0
12/20/2025 23:03,6000,,,OTHER,,BLOCKED,,1,1
12/20/2025 23:03,6000,,,OTHER,,OK,,0,0
12/20/2025 23:03,2000,,,OTHER,,OK,,0,0
12/20/2025 23:03,1000,,,OTHER,,BLOCKED,,1,1
12/20/2025 23:04,4000,,,OTHER,,OK,,0,0
12/20/2025 23:04,1000,,,OTHER,,BLOCKED,LATERAL_MOVEMENT,1,1
12/20/2025 23:04,1000,,,OTHER,,OK,,0,0
12/20/2025 23:04,5000,,,OTHER,,OK,,0,0
12/20/2025 23:04,2000,,,OTHER,,OK,,0,0
12/20/2025 23:04,6000,,,OTHER,,OK,,0,0
12/20/2025 23:04,4000,,,OTHER,,BLOCKED,,1,1
12/20/2025 23:04,5000,,,OTHER,,OK,,0,0
12/20/2025 23:04,1000,,,OTHER,,OK,,0,0
12/20/2025 23:04,5000,,,OTHER,,OK,,0,0
12/20/2025 23:04,3000,,,OTHER,,OK,,0,0
12/20/2025 23:04,6000,,,OTHER,,OK,,0,0
12/20/2025 23:04,1000,,,OTHER,,OK,,0,0
12/20/2025 23:04,3000,,,OTHER,,OK,,0,0
12/20/2025 23:04,5000,,,OTHER,,OK,,0,0
12/20/2025 23:04,4000,,,OTHER,,OK,,0,0
12/20/2025 23:04,3000,,,OTHER,,OK,,0,0
12/20/2025 23:04,2000,,,OTHER,,BLOCKED,,1,1
12/20/2025 23:05,3000,,,OTHER,,OK,,0,0
12/20/2025 23:05,5000,,,OTHER,,OK,,0,0
12/20/2025 23:05,0,,,OTHER,,OK,,0,0
12/20/2025 23:05,6000,,,OTHER,,BLOCKED,LATERAL_MOVEMENT,1,1
12/20/2025 23:05,2000,,,OTHER,,OK,,0,0
12/20/2025 23:05,1000,,,OTHER,,OK,,0,0
12/20/2025 23:05,3000,,,OTHER,,OK,,0,0
12/20/2025 23:05,4000,,,OTHER,,OK,,0,0
12/20/2025 23:05,5000,,,OTHER,,BLOCKED,LATERAL_MOVEMENT,1,1
12/20/2025 23:05,4000,,,OTHER,,OK,,0,0
12/20/2025 23:05,5000,,,OTHER,,OK,,0,0
12/20/2025 23:05,2000,,,OTHER,,OK,,0,0
12/20/2025 23:05,2000,,,OTHER,,OK,,0,0
12/20/2025 23:05,6000,,,OTHER,,OK,,0,0
12/20/2025 23:05,5000,,,OTHER,,OK,,0,0
12/20/2025 23:05,5000,,,OTHER,,OK,,0,0
12/20/2025 23:06,4000,,,OTHER,,OK,,0,0
12/20/2025 23:06,2000,,,OTHER,,BLOCKED,,1,1
12/20/2025 23:06,1000,,,OTHER,,OK,,0,0
12/20/2025 23:06,1000,,,OTHER,,OK,,0,0
12/20/2025 23:06,4000,,,OTHER,,OK,,0,0
12/20/2025 23:06,4000,,,OTHER,,BLOCKED,,1,1
12/20/2025 23:06,2000,,,OTHER,,OK,,0,0
12/20/2025 23:06,3000,,,OTHER,,OK,,0,0
12/20/2025 23:06,2000,,,OTHER,,OK,,0,0
12/20/2025 23:06,2000,,,OTHER,,OK,,0,0
12/20/2025 23:06,2000,,,OTHER,,OK,,0,0
12/20/2025 23:06,0,,,OTHER,,OK,,0,0
12/20/2025 23:06,5000,,,OTHER,,OK,,0,0
12/20/2025 23:06,1000,,,OTHER,,OK,,0,0
12/20/2025 23:06,5000,,,OTHER,,OK,,0,0
12/20/2025 23:06,6000,,,OTHER,,OK,,0,0
12/20/2025 23:06,1000,,,OTHER,,OK,,0,0
12/20/2025 23:06,2000,,,OTHER,,OK,,0,0
12/20/2025 23:06,4000,,,OTHER,,BLOCKED,,1,1
12/20/2025 23:06,6000,,,OTHER,,OK,,0,0
12/20/2025 23:06,5000,,,OTHER,,OK,,0,0
12/20/2025 23:06,1000,,,OTHER,,OK,,0,0
12/20/2025 23:07,2000,,,OTHER,,OK,,0,0
12/20/2025 23:07,2000,,,OTHER,,OK,,0,0
12/20/2025 23:07,5000,,,OTHER,,OK,,0,0
12/20/2025 23:07,2000,,,OTHER,,BLOCKED,LATERAL_MOVEMENT,1,1
12/20/2025 23:07,3000,,,OTHER,,OK,,0,0
